household_id,FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA
2820828,0,1,1,0,59,18,16,7,2,115
2820832,0,0,0,0,0,0,99,0,0,115
2820839,0,2,0,0,0,8,99,4,2,115
2820844,0,1,1,1,59,5,16,7,2,115
2820847,0,1,1,2,59,16,9,7,2,115
2820857,0,2,1,0,0,10,99,9,2,115
2820863,0,1,1,2,32,7,7,6,2,115
2820869,0,2,0,0,0,5,99,2,2,115
2820873,0,2,1,0,0,0,99,7,2,115
2820874,0,1,1,2,40,21,11,6,2,115
2820876,0,1,1,0,40,4,7,5,2,115
2820884,0,1,1,2,45,8,7,5,2,115
2820899,0,2,0,0,0,5,99,4,2,115
2820903,0,1,1,1,38,4,62,4,2,115
2820910,0,2,1,0,0,9,99,4,2,115
2820914,0,1,1,2,59,21,13,9,2,115
2820922,0,0,0,0,0,0,99,0,0,115
2820923,0,1,1,0,32,11,9,6,2,115
2820939,0,1,1,2,40,6,5,3,2,115
2820959,0,1,1,0,55,6,7,6,2,115
2820969,0,0,0,0,0,0,99,0,0,115
2820976,0,0,0,0,0,0,99,0,0,115
2820979,0,1,1,2,38,9,13,9,2,115
2820983,0,1,1,2,38,13,11,6,2,115
2820988,0,1,1,2,24,3,7,8,2,115
2820991,0,1,1,2,42,6,8,8,2,115
2820992,0,1,1,1,59,20,7,5,2,115
2820996,0,2,1,0,0,8,99,6,2,115
2821000,0,1,1,0,59,12,22,6,2,115
2821007,0,0,0,0,0,0,99,0,0,115
2821011,0,1,1,2,59,20,6,5,2,115
2821015,0,1,1,1,59,12,22,5,2,115
2821016,0,2,1,0,0,13,99,6,2,115
2821017,0,0,0,0,0,0,99,0,0,115
2821031,0,1,1,2,40,8,11,9,2,115
2821036,0,1,1,2,59,6,8,6,2,115
2821043,0,2,1,0,0,8,99,8,2,115
2821057,0,2,0,0,0,2,99,4,2,115
2821061,0,0,0,0,0,0,99,0,0,115
2821068,0,2,0,0,0,5,99,3,2,115
2821075,0,0,0,0,0,0,99,0,0,115
2821082,0,0,0,0,0,0,99,0,0,115
2821093,0,0,0,0,0,0,99,0,0,115
2821095,0,0,0,0,0,0,99,0,0,115
2821098,0,1,1,2,59,5,13,3,2,115
2821099,0,1,1,2,40,4,9,7,2,115
2821101,0,1,1,2,59,20,9,5,2,115
2821113,0,0,0,0,0,0,99,0,0,115
2821116,0,1,1,2,30,15,13,7,2,115
2821119,0,2,1,0,0,99,99,7,2,115
2821122,0,0,0,0,0,0,99,0,0,115
2821130,0,0,0,0,0,0,99,0,0,115
2821143,0,1,1,2,43,9,7,5,2,115
2821147,0,1,1,2,30,7,13,7,2,115
2821149,0,1,1,1,40,14,7,5,2,115
2821163,0,1,1,2,50,8,8,8,2,115
2821172,0,1,1,2,29,15,6,6,2,115
2821183,0,1,1,0,10,4,2,3,2,115
2821190,0,2,1,0,0,10,99,5,2,115
2821193,0,1,1,2,46,12,16,9,2,115
2821204,0,1,1,2,59,15,27,9,2,115
2821206,0,1,1,2,40,18,16,9,2,115
2821219,0,2,0,0,0,3,99,3,2,115
2821221,0,2,1,0,0,5,99,5,2,115
2821232,0,2,0,0,0,3,99,3,2,115
2821233,0,2,1,0,0,9,99,2,2,115
2821235,0,0,0,0,0,0,99,0,0,115
2821240,0,0,0,0,0,0,99,0,0,115
2821254,0,1,1,0,28,3,0,3,2,115
2821268,0,2,1,0,0,6,99,6,2,115
2821269,0,1,1,2,59,16,16,6,2,115
2821275,0,1,1,2,49,7,11,5,2,115
2821277,0,0,0,0,0,0,99,0,0,115
2821281,0,2,1,0,0,10,99,7,2,115
2821284,0,2,0,0,0,9,99,5,2,115
2821285,0,1,1,2,59,14,13,6,2,115
2821290,0,1,0,1,10,8,4,5,2,115
2821294,0,1,1,0,18,99,1,5,2,115
2821303,0,1,1,2,40,4,27,9,2,115
2821305,0,0,0,0,0,0,99,0,0,115
2821311,0,2,0,0,0,3,99,5,2,115
2821314,0,0,0,0,0,0,99,0,0,115
2821315,0,1,1,0,59,7,9,6,2,115
2821319,0,2,0,0,0,2,99,1,2,115
2821336,0,2,0,0,0,6,99,2,2,115
2821337,0,0,0,0,0,0,99,0,0,115
2821338,0,1,1,2,59,9,11,6,2,115
2821342,0,1,1,1,58,9,45,9,2,115
2821369,0,2,1,0,0,11,99,5,2,115
2821372,0,2,1,0,0,15,99,6,2,115
2821383,0,1,1,2,59,25,18,6,2,115
2821396,0,1,2,0,39,99,1,5,2,115
2821397,0,1,1,1,57,4,11,7,2,115
2821400,0,1,1,2,50,9,11,6,2,115
2821403,0,1,1,2,59,11,16,7,2,115
2821412,0,0,0,0,0,0,99,0,0,115
2821416,0,1,1,0,35,9,1,6,2,115
2821423,0,2,0,0,0,3,99,3,2,115
2821424,0,1,1,0,59,19,8,5,2,115
2821426,0,1,1,2,30,4,7,5,2,115
2821428,0,2,1,0,0,7,99,5,2,115
2821429,0,1,1,1,40,2,13,7,2,115
2821432,0,2,0,0,0,12,99,5,2,115
2821433,0,1,1,2,59,7,11,8,2,115
2821436,0,2,0,0,0,18,99,4,2,115
2821438,0,2,0,0,0,4,99,3,2,115
2821454,0,2,0,0,0,2,99,3,2,115
2821460,0,1,1,2,59,20,11,7,2,115
2821463,0,1,1,2,56,19,16,9,2,115
2821471,0,1,1,0,20,6,1,5,2,115
2821475,0,0,0,0,0,0,99,0,0,115
2821476,0,2,0,0,0,12,99,5,2,115
2821481,0,0,0,0,0,0,99,0,0,115
2821484,0,0,0,0,0,0,99,0,0,115
2821485,0,1,1,0,59,3,7,5,2,115
2821486,0,2,1,0,0,6,99,8,2,115
2821489,0,1,1,2,50,24,11,7,2,115
2821495,0,1,1,0,23,6,9,5,2,115
2821496,0,2,1,0,0,15,99,6,2,115
2821498,0,2,0,0,0,0,99,2,2,115
2821509,0,1,1,2,55,16,16,9,2,115
2821516,0,2,1,0,0,8,99,7,2,115
2821523,0,1,1,2,35,8,11,7,2,115
2821538,0,2,1,0,0,5,99,6,2,115
2821544,0,1,1,0,25,5,0,5,2,115
2821552,0,1,1,2,44,0,6,4,2,115
2821555,0,2,0,0,0,3,99,5,2,115
2821557,0,1,1,2,59,30,16,6,2,115
2821560,0,1,1,1,59,36,99,9,2,115
2821572,0,1,1,0,59,6,16,6,2,115
2821573,0,2,0,0,0,3,99,4,2,115
2821582,0,1,1,2,59,8,11,6,2,115
2821583,0,1,1,0,59,18,9,7,2,115
2821597,0,1,1,2,40,5,11,9,2,115
2821602,0,1,1,1,45,15,9,5,2,115
2821603,0,2,0,0,0,7,99,4,2,115
2821606,0,1,1,2,48,3,7,6,2,115
2821618,0,1,1,2,59,6,16,6,2,115
2821623,0,1,1,2,59,5,16,6,2,115
2821624,0,1,1,2,59,12,13,7,2,115
2821626,0,1,1,1,41,4,13,8,2,115
2821635,0,1,1,1,20,2,6,4,2,115
2821641,0,2,1,0,0,3,99,5,2,115
2821645,0,2,0,0,0,1,99,4,2,115
2821647,0,1,1,2,33,8,8,9,2,115
2821648,0,1,1,0,20,19,1,6,2,115
2821655,0,0,0,0,0,0,99,0,0,115
2821659,0,2,1,0,0,8,99,7,2,115
2821661,0,0,0,0,0,0,99,0,0,115
2821666,0,2,0,0,0,20,99,2,2,115
2821673,0,2,1,0,0,15,99,6,2,115
2821675,0,1,1,0,17,6,1,5,2,115
2821676,0,2,1,0,0,6,99,6,2,115
2821677,0,2,0,0,0,3,99,5,2,115
2821690,0,1,1,0,59,8,11,6,2,115
2821698,0,2,0,0,0,10,99,4,2,115
2821708,0,1,1,2,59,4,11,8,2,115
2821715,0,1,1,2,59,13,13,9,2,115
2821716,0,0,0,0,0,0,99,0,0,115
2821725,0,2,1,0,0,8,99,2,2,115
2821736,0,0,0,0,0,0,99,0,0,115
2821745,0,2,1,0,0,6,99,3,2,115
2821750,0,1,1,1,59,12,11,5,2,115
2821763,0,0,0,0,0,0,99,0,0,115
2821764,0,1,1,2,41,10,5,7,2,115
2821768,0,1,1,1,59,20,22,8,2,115
2821770,0,2,1,0,0,7,99,7,2,115
2821775,0,0,0,0,0,0,99,0,0,115
2821786,0,1,1,2,57,9,9,3,2,115
2821787,0,2,0,0,0,2,99,1,2,115
2821790,0,1,1,2,13,12,5,5,2,116
2821803,0,1,1,1,39,4,18,6,2,116
2821804,0,1,1,2,40,7,7,6,2,116
2821809,0,2,0,0,0,9,99,3,2,116
2821812,0,1,1,2,49,99,8,2,2,116
2821816,0,1,1,1,25,6,0,5,2,116
2821817,0,2,1,0,0,9,99,6,2,116
2821827,0,1,1,2,59,7,11,4,2,116
2821831,0,1,1,2,50,15,16,7,2,116
2821832,0,1,1,2,28,9,9,3,2,116
2821834,0,1,1,0,59,10,11,3,2,116
2821842,0,1,1,2,59,12,8,6,2,116
2821851,0,1,1,2,30,10,9,7,2,116
2821858,0,2,0,0,0,3,99,3,2,116
2821879,0,1,1,2,30,8,11,3,2,116
2821880,0,1,1,1,27,8,13,6,2,116
2821882,0,1,1,2,59,4,9,8,2,116
2821886,0,2,0,0,0,6,99,4,2,116
2821915,0,2,1,0,0,20,99,5,2,116
2821917,0,1,1,2,59,11,6,6,2,116
2821919,0,1,1,1,19,7,9,3,2,116
2821920,0,2,1,0,0,3,99,2,2,116
2821922,0,1,1,2,59,7,16,9,2,116
2821924,0,1,1,2,59,1,9,6,2,116
2821925,0,1,1,2,40,6,16,7,2,116
2821929,0,2,1,0,0,8,99,6,2,116
2821932,0,1,1,0,21,99,1,5,2,116
2821936,0,1,1,2,59,12,11,7,2,116
2821952,0,2,0,0,0,4,99,2,2,116
2821953,0,1,1,2,59,6,13,8,2,116
2821956,0,1,1,2,40,9,11,7,2,116
2821958,0,1,1,2,35,4,11,3,2,116
2821960,0,2,1,0,0,11,99,3,2,116
2821963,0,1,1,2,40,16,11,6,2,116
2821964,0,1,1,2,59,4,16,8,2,116
2821974,0,2,0,0,0,18,99,3,2,116
2821987,0,2,0,0,0,5,99,1,2,116
2821992,0,2,0,0,0,4,99,3,2,116
2821993,0,2,1,0,0,99,99,3,2,116
2821995,0,1,1,2,30,15,6,5,2,116
2821999,0,1,1,2,27,3,9,6,2,116
2822001,0,1,1,2,45,7,9,3,2,116
2822003,0,1,2,1,25,4,1,3,2,116
2822010,0,1,1,2,32,3,7,5,2,116
2822014,0,2,1,0,0,6,99,5,2,116
2822017,0,2,0,0,0,5,99,2,2,116
2822020,0,1,1,1,50,7,13,7,2,116
2822024,0,1,1,2,50,4,5,6,2,116
2822027,0,1,1,0,30,0,0,4,2,116
2822029,0,2,0,0,0,99,99,4,2,116
2822030,0,1,1,2,59,19,22,9,2,116
2822032,0,1,1,2,38,20,16,7,2,116
2822034,0,1,1,2,59,30,16,5,2,116
2822045,0,1,1,2,59,7,16,6,2,116
2822046,0,2,1,0,0,3,99,5,2,116
2822061,0,1,1,0,22,8,1,6,2,116
2822067,0,1,1,0,59,3,2,5,2,116
2822068,0,2,0,0,0,0,99,3,2,116
2822073,0,1,1,1,35,12,18,9,2,116
2822074,0,1,1,2,59,12,22,7,2,116
2822083,0,2,0,0,0,9,99,5,2,116
2822087,0,2,0,0,0,7,99,4,2,116
2822095,0,1,1,1,39,10,13,5,2,116
2822096,0,1,1,0,30,99,4,6,2,116
2822098,0,1,1,2,40,8,7,4,2,116
2822103,0,2,1,0,0,4,99,6,2,116
2822105,0,1,1,2,35,12,7,5,2,116
2822107,0,1,1,1,59,26,22,6,2,116
2822119,0,1,1,0,40,6,16,7,2,116
2822124,0,1,1,2,45,11,18,8,2,116
2822125,0,1,1,2,44,24,13,3,2,116
2822126,0,1,1,2,48,5,11,8,2,116
2822128,0,2,0,0,0,4,99,4,2,116
2822131,0,1,1,2,59,9,8,6,2,116
2822143,0,1,1,2,59,6,18,9,2,116
2822152,0,1,1,0,30,3,6,3,2,116
2822158,0,1,1,2,30,5,13,8,2,116
2822167,0,2,0,0,0,3,99,3,2,116
2822169,0,1,0,2,52,6,11,3,2,116
2822179,0,1,1,2,59,6,13,7,2,116
2822181,0,1,1,2,59,7,16,8,2,116
2822210,0,1,1,2,59,6,13,7,2,116
2822214,0,1,1,1,34,6,3,6,2,116
2822221,0,2,0,0,0,8,99,5,2,116
2822224,0,1,1,1,59,4,35,3,2,116
2822225,0,1,1,2,59,10,27,9,2,116
2822228,0,1,1,0,24,4,1,5,2,116
2822229,0,2,0,0,0,6,99,4,2,116
2822240,0,1,1,0,39,11,6,5,2,116
2822253,0,1,1,1,59,36,45,7,2,116
2822265,0,2,0,0,0,3,99,1,2,116
2822270,0,1,1,2,59,4,16,7,2,116
2822272,0,2,0,0,0,0,99,2,2,116
2822289,0,1,1,0,49,8,16,4,2,116
2822293,0,1,1,1,43,20,13,6,2,116
2822295,0,1,1,2,45,10,11,3,2,116
2822297,0,1,1,2,59,1,3,4,2,116
2822298,0,1,1,2,59,8,11,5,2,116
2822304,0,1,1,2,47,3,9,3,2,116
2822306,0,2,0,0,0,4,99,4,2,116
2822326,0,2,1,0,0,12,99,5,2,116
2822333,0,1,1,2,59,5,16,6,2,116
2822342,0,1,1,2,35,4,6,3,2,116
2822349,0,1,1,2,38,14,11,9,2,116
2822351,0,1,1,2,54,4,16,9,2,116
2822355,0,1,1,2,40,7,18,9,2,116
2822371,0,1,1,2,59,5,8,3,2,116
2822372,0,1,1,1,25,3,7,5,2,116
2822377,0,1,1,2,59,12,27,9,2,116
2822386,0,1,1,0,59,10,16,8,2,116
2822390,0,1,1,2,59,3,11,8,2,116
2822393,0,1,1,0,25,3,2,4,2,116
2822399,0,2,1,0,0,9,99,8,2,116
2822401,0,1,1,2,24,10,11,6,2,116
2822413,0,2,0,0,0,5,99,5,2,116
2822418,0,1,1,0,59,8,13,6,2,116
2822422,0,1,1,2,35,7,22,9,2,116
2822431,0,1,1,2,44,8,11,8,2,116
2822436,0,1,1,2,58,6,7,8,2,116
2822438,0,1,1,2,35,30,6,3,2,116
2822441,0,1,1,1,59,15,16,9,2,116
2822443,0,1,1,2,38,15,8,3,2,116
2822447,0,1,1,1,58,6,18,8,2,116
2822453,0,1,1,2,56,6,16,9,2,116
2822464,0,1,1,1,59,35,18,8,2,116
2822465,0,2,0,0,0,10,99,2,2,116
2822470,0,1,1,2,30,11,7,6,2,116
2822477,0,1,1,1,50,16,16,8,2,116
2822479,0,0,0,0,0,0,99,0,0,116
2822496,0,1,1,1,59,6,13,6,2,116
2822510,0,2,1,0,0,2,99,3,1,116
2822519,0,1,1,2,55,6,11,8,2,116
2822521,0,1,1,2,59,0,11,4,2,116
2822525,0,1,1,2,59,7,9,6,2,116
2822526,0,1,1,2,59,9,11,8,2,116
2822528,0,1,1,2,32,3,7,5,2,116
2822534,0,1,1,2,41,4,9,6,2,116
2822554,0,1,1,2,50,30,7,5,2,116
2822560,0,1,1,1,59,5,18,7,2,116
2822561,0,1,1,2,30,7,9,6,2,116
2822574,0,1,1,2,59,21,16,6,2,116
2822587,0,2,1,0,0,10,99,6,2,116
2822601,0,2,0,0,0,57,99,3,2,116
2822603,0,0,0,0,0,0,99,0,0,116
2822614,0,1,1,2,7,6,8,5,2,116
2822618,0,1,1,0,34,9,2,5,2,116
2822626,0,1,1,2,40,4,8,7,2,116
2822629,0,1,1,2,25,5,11,7,2,116
2822630,0,1,1,2,25,6,9,8,2,116
2822631,0,2,0,0,0,57,99,4,2,116
2822638,0,1,1,0,26,3,9,3,2,116
2822639,0,2,1,0,0,12,99,5,2,116
2822640,0,2,0,0,0,4,99,4,2,116
2822643,0,1,1,1,59,10,13,3,2,116
2822644,0,1,1,2,40,4,8,3,2,116
2822645,0,2,0,0,0,2,99,3,2,116
2822652,0,1,1,0,18,4,1,6,2,116
2822659,0,1,1,2,59,17,13,8,2,116
2822665,0,2,1,0,0,3,99,4,2,116
2822669,0,2,0,0,0,3,99,2,2,116
2822670,0,1,0,0,59,5,13,5,2,116
2822699,0,1,1,1,35,12,11,7,2,116
2822700,0,1,1,2,50,12,16,7,2,116
2822707,0,1,1,2,59,18,9,6,2,116
2822731,0,1,1,2,50,1,7,5,2,116
2822740,0,1,1,2,49,12,11,8,2,116
2822743,0,1,1,2,59,7,13,5,2,116
2822746,0,2,1,0,0,3,99,6,2,116
2822749,0,1,1,2,59,12,11,6,2,116
2822755,0,1,2,2,50,7,62,6,2,116
2822774,0,1,1,1,59,6,8,6,2,116
2822782,0,1,0,0,30,4,8,5,2,116
2822792,0,1,0,0,20,99,6,7,2,116
2822794,0,1,1,2,59,43,22,7,2,116
2822798,0,1,1,2,55,6,7,4,2,116
2822803,0,1,1,1,44,18,7,6,2,116
2822806,0,1,1,2,59,4,13,8,2,116
2822819,0,1,1,2,59,7,18,8,2,116
2822822,0,1,1,1,59,19,27,7,2,116
2822833,0,1,1,1,50,15,18,6,2,116
2822843,0,1,1,1,50,12,11,7,2,116
2822846,0,1,1,1,59,18,35,9,2,116
2822852,0,2,0,0,0,7,99,4,2,116
2822855,0,1,1,0,59,8,7,5,2,116
2822856,0,1,1,2,59,25,11,6,2,116
2822857,0,2,1,0,0,99,99,2,2,116
2822874,0,1,1,2,50,15,16,9,2,116
2822883,0,1,1,2,24,5,11,6,2,116
2822884,0,1,1,1,40,24,18,7,2,116
2822891,0,2,0,0,0,2,99,3,2,116
2822894,0,1,1,2,35,20,22,9,2,116
2822905,0,2,1,0,0,6,99,5,2,116
2822910,0,1,1,1,59,6,11,5,2,116
2822911,0,1,1,2,45,3,11,5,2,116
2822914,0,1,1,2,48,6,11,6,2,116
2822922,0,2,0,0,0,7,99,5,2,116
2822927,0,1,1,2,59,15,22,6,2,116
2822932,0,1,1,2,39,22,6,5,2,116
2822939,0,1,1,2,30,10,16,7,2,116
2822946,0,1,1,2,55,9,7,5,2,116
2822955,0,1,1,2,30,5,8,3,2,116
2822962,0,1,1,2,40,14,9,7,2,116
2822967,0,1,1,2,59,9,11,5,2,116
2822968,0,1,1,2,50,6,18,8,2,116
2822976,0,2,1,0,0,7,99,5,2,116
2822993,0,1,1,2,50,10,18,8,2,116
2822994,0,1,1,1,50,57,9,5,2,116
2823006,0,2,1,0,0,4,99,4,2,116
2823008,0,1,1,1,59,12,22,9,2,116
2823011,0,1,1,2,2,14,13,7,2,116
2823018,0,1,1,2,50,6,6,6,2,116
2823027,0,1,1,0,30,7,7,5,2,116
2823033,0,1,1,2,59,5,8,3,2,116
2823038,0,1,1,2,59,8,16,9,2,116
2823043,0,1,1,2,50,36,11,5,2,116
2823046,0,1,1,0,30,7,16,6,2,116
2823052,0,1,1,2,59,6,8,6,2,116
2823053,0,1,1,2,40,10,16,6,2,116
2823060,0,1,1,2,50,4,13,8,2,116
2823061,0,2,0,0,0,5,99,5,2,116
2823065,0,2,0,0,0,2,99,3,2,116
2823067,0,1,1,1,59,13,18,9,2,116
2823074,0,2,1,0,0,4,99,8,2,116
2823075,0,1,1,1,35,12,9,5,2,116
2823081,0,1,1,0,36,20,22,3,2,116
2823084,0,1,1,0,59,10,5,8,2,116
2823086,0,1,1,2,59,6,6,3,2,116
2823087,0,1,1,2,32,14,9,5,2,116
2823101,0,1,1,2,59,20,16,9,2,116
2823102,0,1,1,2,55,57,13,8,2,116
2823105,0,1,1,1,45,8,13,6,2,116
2823112,0,2,0,0,0,1,99,3,2,116
2823118,0,2,1,0,0,10,99,5,2,116
2823122,0,1,1,0,26,99,1,4,2,116
2823124,0,1,1,1,30,25,2,4,2,116
2823131,0,1,1,0,59,4,4,5,2,116
2823132,0,1,1,0,16,99,0,5,2,116
2823135,0,2,0,0,0,5,99,3,2,116
2823151,0,2,1,0,0,9,99,6,2,116
2823176,0,1,1,1,59,3,11,8,2,116
2823177,0,2,1,0,0,14,99,9,2,116
2823183,0,1,1,1,35,9,11,6,2,116
2823184,0,1,1,2,35,9,11,3,2,116
2823186,0,1,1,1,43,5,13,5,2,116
2823197,0,2,1,0,0,10,99,5,2,116
2823207,0,2,0,0,0,1,99,1,2,116
2823215,0,2,0,0,0,2,99,1,2,116
2823237,0,1,1,1,27,6,11,4,2,116
2823241,0,1,1,2,59,10,22,9,2,116
2823242,0,1,1,2,59,20,35,9,2,116
2823248,0,1,1,1,30,11,2,5,2,116
2823250,0,1,1,2,59,12,9,6,2,116
2823252,0,1,1,2,45,9,8,4,1,116
2823253,0,1,1,2,45,7,13,6,2,116
2823256,0,1,1,2,44,7,4,5,2,116
2823257,0,1,1,2,40,13,11,4,2,116
2823265,0,2,0,0,0,4,99,1,2,116
2823267,0,1,1,0,33,7,1,4,2,116
2823270,0,2,1,0,0,16,99,8,2,116
2823275,0,1,1,2,30,7,22,7,2,116
2823286,0,1,1,2,30,5,9,6,2,116
2823289,0,1,1,2,59,6,22,7,2,116
2823294,0,1,1,2,30,4,7,3,2,116
2823302,0,1,1,2,36,8,16,6,2,116
2823317,0,1,1,0,59,3,6,6,2,116
2823319,0,1,1,1,42,6,11,6,2,116
2823326,0,2,0,0,0,2,99,3,2,116
2823336,0,1,1,2,47,9,16,5,2,116
2823337,0,1,1,0,59,7,2,5,2,116
2823349,0,1,1,0,59,18,16,7,2,116
2823351,0,2,1,0,0,10,99,6,2,116
2823353,0,1,1,2,59,17,16,8,2,116
2823359,0,2,0,0,0,3,99,2,2,116
2823360,0,2,1,0,0,8,99,8,2,116
2823365,0,1,1,1,30,5,4,4,2,116
2823367,0,1,1,2,59,6,16,8,2,116
2823369,0,2,1,0,0,8,99,4,2,116
2823375,0,1,1,2,50,6,11,7,2,116
2823378,0,2,0,0,0,0,99,5,2,116
2823406,0,1,1,2,59,1,11,8,2,116
2823414,0,1,1,2,40,12,13,8,2,116
2823420,0,2,0,0,0,14,99,4,2,116
2823427,0,2,0,0,0,17,99,4,2,116
2823428,0,1,1,2,48,8,9,3,2,116
2823431,0,1,1,1,28,1,22,4,2,116
2823432,0,1,1,0,47,5,22,6,2,117
2823434,0,1,1,1,59,12,35,9,2,117
2823439,0,1,1,1,46,3,27,7,2,117
2823445,0,1,1,1,40,7,18,6,2,117
2823448,0,1,1,1,45,8,18,6,2,117
2823458,0,1,1,1,48,5,18,4,2,117
2823463,0,1,1,1,50,4,2,6,2,117
2823465,0,1,1,1,59,10,35,7,2,117
2823474,0,1,1,2,50,15,35,7,2,117
2823478,0,2,0,0,0,2,99,4,2,117
2823482,0,1,1,2,59,12,22,6,2,117
2823487,0,1,1,1,59,6,22,6,2,117
2823492,0,1,1,1,30,12,2,4,2,117
2823497,0,1,1,2,59,10,22,8,2,117
2823498,0,1,1,1,59,42,87,9,2,117
2823499,0,1,1,2,59,27,22,9,2,117
2823501,0,1,1,1,50,9,18,5,2,117
2823503,0,1,1,2,35,4,18,5,2,117
2823517,0,1,1,2,48,5,22,6,2,117
2823521,0,2,0,0,0,7,99,3,2,117
2823526,0,1,1,2,55,26,22,8,2,117
2823529,0,1,1,1,40,2,27,9,2,117
2823552,0,1,1,1,50,12,35,8,2,117
2823554,0,1,1,2,59,7,16,4,2,117
2823563,0,1,1,2,59,5,22,5,2,117
2823571,0,1,1,1,50,11,22,6,2,117
2823576,0,2,0,0,0,99,99,3,2,117
2823584,0,1,1,1,59,6,11,5,2,117
2823603,0,0,0,0,0,0,99,0,0,117
2823609,0,1,1,2,59,24,35,7,2,117
2823613,0,1,1,0,50,3,13,5,2,117
2823618,0,1,1,1,59,18,27,6,2,117
2823621,0,1,1,1,45,6,35,8,2,117
2823631,0,1,1,2,59,18,22,8,2,117
2823632,0,1,1,2,25,6,13,5,2,117
2823636,0,1,1,2,59,10,27,7,2,117
2823637,0,2,0,0,0,2,99,2,2,117
2823640,0,0,0,0,0,0,99,0,0,117
2823641,0,2,0,0,0,0,99,5,2,117
2823645,0,1,1,1,29,5,7,4,2,117
2823648,0,1,1,2,55,14,18,6,2,117
2823650,0,1,1,1,59,24,35,9,2,117
2823667,0,1,1,2,59,12,22,7,2,117
2823670,0,2,0,0,0,10,99,6,2,117
2823677,0,1,0,2,59,2,11,2,2,117
2823683,0,1,1,1,59,12,2,2,2,117
2823685,0,1,1,2,59,15,27,6,2,117
2823692,0,1,1,2,59,7,22,6,2,117
2823694,0,1,1,2,59,6,16,5,2,117
2823696,0,1,0,1,50,7,11,5,2,117
2823715,0,1,1,2,59,9,27,9,2,117
2823718,0,1,1,1,45,14,35,4,2,117
2823723,0,1,1,2,59,15,35,7,2,117
2823726,0,2,0,0,0,99,99,1,2,117
2823742,0,2,0,0,0,2,99,3,2,117
2823755,0,1,1,1,59,7,18,3,2,117
2823759,0,1,1,2,59,7,27,5,2,117
2823766,0,1,1,1,59,9,22,7,2,117
2823767,0,1,1,2,59,15,35,7,2,117
2823769,0,1,1,0,30,7,16,7,2,117
2823783,0,2,0,0,0,99,99,3,2,117
2823790,0,1,1,1,59,5,16,6,2,117
2823798,0,1,1,2,30,3,18,4,1,117
2823799,0,1,1,2,59,6,18,5,2,117
2823805,0,1,0,2,59,4,8,2,2,117
2823814,0,1,0,2,20,4,13,2,2,117
2823815,0,2,0,0,0,2,99,4,2,117
2823826,0,1,1,2,30,9,22,6,2,117
2823830,0,1,1,2,17,4,5,2,2,117
2823838,0,0,0,0,0,0,99,0,0,117
2823842,0,2,0,0,0,3,99,5,2,117
2823843,0,1,1,2,59,57,18,7,2,117
2823844,0,1,1,1,59,10,18,6,2,117
2823847,0,1,1,2,59,13,22,5,2,117
2823857,0,1,1,1,40,12,35,7,2,117
2823858,0,1,1,2,59,3,18,4,2,117
2823863,0,1,1,2,39,24,2,6,2,117
2823872,0,1,1,2,59,8,22,5,2,117
2823875,0,1,1,1,50,5,27,8,2,117
2823879,0,1,0,2,43,3,9,4,2,117
2823881,0,2,1,0,0,14,99,3,2,117
2823884,0,1,1,2,40,12,18,6,2,117
2823886,0,1,1,2,59,8,35,8,2,117
2823888,0,2,0,0,0,10,99,3,2,117
2823897,0,1,1,2,59,40,45,9,2,117
2823901,0,1,1,0,56,4,11,5,2,117
2823904,0,2,1,0,0,8,99,5,2,117
2823916,0,1,1,1,59,20,22,6,2,117
2823922,0,1,1,0,50,2,4,4,2,117
2823929,0,1,1,1,59,12,62,9,2,117
2823941,0,0,0,0,0,0,99,0,0,117
2823949,0,1,1,2,48,12,35,8,2,117
2823955,0,1,1,1,59,12,13,7,2,117
2823961,0,1,1,1,49,7,22,3,2,117
2823969,0,1,1,0,50,30,18,8,2,117
2823975,0,2,1,0,0,15,99,9,2,117
2823981,0,1,1,1,59,18,45,8,2,117
2823992,0,1,1,0,44,5,22,4,2,117
2823999,0,2,0,0,0,3,99,4,2,117
2824005,0,2,0,0,0,6,99,4,2,117
2824011,0,1,1,2,45,20,27,7,2,117
2824025,0,1,1,1,59,7,35,8,2,117
2824026,0,1,1,2,58,15,22,6,2,117
2824030,0,1,2,0,53,4,3,6,2,117
2824033,0,1,1,2,50,7,27,7,2,117
2824038,0,1,1,1,59,8,27,7,2,117
2824040,0,1,1,2,30,1,16,6,2,117
2824055,0,1,0,2,59,6,13,4,2,117
2824059,0,1,1,1,52,12,35,8,2,117
2824060,0,1,1,2,45,7,18,8,2,117
2824062,0,1,1,1,59,21,35,7,2,117
2824067,0,1,1,1,59,36,62,8,2,117
2824069,0,1,1,1,53,9,22,6,2,117
2824070,0,1,1,1,43,43,62,7,2,117
2824081,0,1,1,2,59,20,27,7,2,117
2824093,0,1,1,1,59,15,18,3,2,117
2824097,0,1,1,2,23,4,7,4,2,117
2824101,0,0,0,0,0,0,99,0,0,117
2824102,0,1,1,1,40,14,22,6,2,117
2824103,0,1,2,0,35,6,18,6,2,117
2824105,0,1,1,1,45,10,18,5,2,117
2824107,0,1,1,1,47,13,35,8,2,117
2824111,0,1,1,2,39,3,22,5,2,117
2824113,0,1,1,0,59,10,27,8,2,117
2824114,0,2,0,0,0,4,99,2,2,117
